8014081216,      1.00,      3.00,8014081216
8000081216,      1.00,      1.00,8000081216
8004980338,      0.91,      2.00,8004980338
8107981156,      1.00,      1.00,8107981156
8004980338,      1.00,      4.00,8004980338
8033880049,      1.00,      5.00,8033880049
8115681079,      1.00,      4.00,8115681079
8121680000,      1.00,      5.00,8121680000
8121680000,      1.00,      2.00,8121680000
8033880049,      1.00,      4.00,8033880049
8121680000,      1.00,      1.00,8121680000
8121680000,      1.00,      3.00,8121680000
8115681079,      0.53,      0.00,8115681079
8115681079,      1.00,      5.00,8115681079
8121680140,      1.00,      1.00,8121680140
8107981156,      1.00,      4.00,8107981156
8107980000,      0.92,      6.00,8107980000
8014081216,      0.99,      1.00,8014081216
8014081216,      1.00,      3.00,8014081216
8107981156,      1.00,      4.00,8107981156
8121690042,      1.00,      6.00,8121690042
8000081216,      1.00,      1.00,8000081216
8107981156,      1.00,      3.00,8107981156
8000081216,      0.99,      1.00,8000081216
8107981156,      1.00,      1.00,8107981156
8033880049,      1.00,      2.00,8033880049
8004980338,      1.00,      5.00,8004980338
8033880049,      1.00,      5.00,8033880049
8121680140,      0.98,      0.00,8121680140
8115681079,      1.00,      5.00,8115681079
8000081216,      1.00,      2.00,8000081216
8107981156,      1.00,      1.00,8107981156
8033880049,      1.00,      3.00,8033880049
8121680140,      0.98,      0.00,8121680140
8014081216,      0.99,      1.00,8014081216
8115681079,      1.00,      4.00,8115681079
8004980338,      1.00,      4.00,8004980338
8115681079,      1.00,      4.00,8115681079
8000081216,      1.00,      4.00,8000081216
8000081079,      0.92,      6.00,8000081079
8107981156,      1.00,      3.00,8107981156
8000081079,      0.89,      6.00,8000081079
8033880049,      1.00,      3.00,8033880049
9004281216,      1.00,      0.00,9004281216
8121690042,      1.00,      6.00,8121690042
8000081216,      1.00,      5.00,8000081216
8115681079,      1.00,      1.00,8115681079
8014081216,      1.00,      2.00,8014081216
8000081216,      1.00,      2.00,8000081216
8107981156,      1.00,      1.00,8107981156
8115681079,      1.00,      2.00,8115681079
8000081216,      1.00,      3.00,8000081216
8033880049,      1.00,      3.00,8033880049
8115681079,      1.00,      5.00,8115681079
8015980338,      0.99,      6.00,8015980338
8000081216,      1.00,      3.00,8000081216
8107980000,      0.95,      6.00,8107980000
8107981156,      1.00,      3.00,8107981156
8121680000,      1.00,      2.00,8121680000
8121680000,      1.00,      4.00,8121680000
8033880049,      1.00,      3.00,8033880049
8121680140,      1.00,      4.00,8121680140
8004980338,      0.98,      5.00,8004980338
8107981156,      1.00,      5.00,8107981156
8107981156,      0.88,      0.00,8107981156
8004980338,      1.00,      5.00,8004980338
8000081216,      1.00,      5.00,8000081216
8115681079,      1.00,      5.00,8115681079
8033880049,      1.00,      3.00,8033880049
8121680000,      1.00,      2.00,8121680000
8107981156,      1.00,      5.00,8107981156
8121680000,      1.00,      1.00,8121680000
8000081216,      1.00,      5.00,8000081216
8033880049,      1.00,      5.00,8033880049
8107981156,      1.00,      1.00,8107981156
8033880049,      1.00,      5.00,8033880049
8000081216,      0.99,      3.00,8000081216
8014081216,      0.99,      0.00,8014081216
8014081216,      1.00,      3.00,8014081216
8107981156,      1.00,      3.00,8107981156
8107981156,      1.00,      5.00,8107981156
9004281216,      1.00,      0.00,9004281216
8115681079,      1.00,      5.00,8115681079
8115681079,      1.00,      5.00,8115681079
8014081216,      0.98,      6.00,8014081216
8014081216,      1.00,      4.00,8014081216
8004980338,      0.96,      4.00,8004980338
8107981156,      1.00,      5.00,8107981156
8014081216,      1.00,      4.00,8014081216
8004980338,      1.00,      4.00,8004980338
9004281216,      1.00,      0.00,9004281216
8000081216,      0.82,      4.00,8000081216
8004980338,      1.00,      5.00,8004980338
8000081216,      1.00,      5.00,8000081216
8121680000,      1.00,      3.00,8121680000
8115681079,      0.95,      0.00,8115681079
8121680000,      1.00,      2.00,8121680000
8115681079,      1.00,      5.00,8115681079
8107981156,      1.00,      3.00,8107981156
8004980338,      0.90,      4.00,8004980338
8121680140,      1.00,      6.00,8121680140
8000081216,      1.00,      2.00,8000081216
8115681079,      1.00,      1.00,8115681079
