3,1242350815,1260,3,8000081216
3,1242350815,1260,3,8200181216
3,1242350815,1260,3,8200183241
3,1242308407,1260,3,8200183241
3,1242308407,1262,3,8200183241
3,1242308407,1262,3,8200183241
3,1242350815,1260,3,8000081216
3,1242350815,1260,3,8200181216
3,1242350815,1260,3,8200183241
3,1242308407,1260,3,8200183241
3,1242308407,1262,3,8200183241
3,1242308407,1262,3,8200183241
3,1242350815,1260,3,8000081216
3,1242350815,1260,3,8200181216
3,1242350815,1260,3,8200183241
3,1242308407,1260,3,8200183241
3,1242308407,1262,3,8200183241
3,1242308407,1262,3,8200183241
