8121680000,      0.98,      5.00,8121680000
8000081216,      0.95,      5.00,8000081216
8121680000,      0.98,      2.00,8121680000
8121680000,      0.96,      2.00,8121680000
8014081216,      0.89,      4.00,8014081216
9004281216,      0.96,      0.00,9004281216
8121680000,      0.98,      2.00,8121680000
8121680000,      0.96,      2.00,8121680000
8000081216,      0.55,      2.00,8000081216
8000081216,      0.91,      2.00,8000081216
8014081216,      0.76,      5.00,8014081216
8000081216,      0.92,      4.00,8000081216
8000081216,      0.95,      1.00,8000081216
8000081216,      0.86,      4.00,8000081216
9004281216,      0.96,      0.00,9004281216
8121680000,      0.97,      5.00,8121680000
8121680000,      0.97,      2.00,8121680000
9004281216,      0.96,      0.00,9004281216
8000081216,      0.95,      3.00,8000081216
8000081216,      0.95,      4.00,8000081216
8121680000,      0.96,      5.00,8121680000
9004281216,      0.96,      0.00,9004281216
8121680140,      0.97,      4.00,8121680140
9004281216,      0.96,      0.00,9004281216
8121680000,      0.97,      4.00,8121680000
8000081216,      0.85,      3.00,8000081216
8000081216,      0.87,      3.00,8000081216
8121680140,      0.97,      2.00,8121680140
9004281216,      0.97,      0.00,9004281216
8121680140,      0.96,      4.00,8121680140
8121680140,      0.84,      6.00,8121680140
8000081216,      0.91,      2.00,8000081216
8121680140,      0.96,      3.00,8121680140
9004281216,      0.97,      0.00,9004281216
8014081216,      0.60,      6.00,8014081216
8000081216,      0.72,      3.00,8000081216
8000081216,      0.74,      3.00,8000081216
8014081216,      0.90,      1.00,8014081216
8121680140,      0.49,      1.00,8000081216
9004281216,      0.96,      0.00,9004281216
8014081216,      0.94,      2.00,8014081216
8121680140,      0.88,      6.00,8121680140
8000081216,      0.87,      1.00,8000081216
8121680140,      0.97,      5.00,8121680140
8121680000,      0.98,      4.00,8121680000
8000081216,      0.79,      2.00,8000081216
8121680000,      0.96,      1.00,8121680000
8121680140,      0.97,      1.00,8121680140
8121680000,      0.96,      3.00,8121680000
8121680000,      0.96,      5.00,8121680000
8121680140,      0.96,      3.00,8121680140
8121680000,      0.98,      4.00,8121680000
8121690042,      0.94,      6.00,8121690042
8121690042,      0.95,      6.00,8121690042
8121680000,      0.97,      5.00,8121680000
8014081216,      0.93,      4.00,8014081216
8121690042,      0.94,      6.00,8121690042
8121680140,      0.46,      5.00,8000081216
8121680000,      0.96,      1.00,8121680000
8014081216,      0.94,      1.00,8014081216
8000081216,      0.80,      4.00,8000081216
8000081216,      0.87,      1.00,8000081216
8121680000,      0.98,      4.00,8121680000
8000081216,      0.91,      3.00,8000081216
9004281216,      0.96,      0.00,9004281216
8121680000,      0.97,      3.00,8121680000
8000081216,      0.70,      4.00,8000081216
8121680000,      0.98,      2.00,8121680000
8000081216,      0.90,      4.00,8000081216
9004281216,      0.97,      0.00,9004281216
8000081216,      0.95,      2.00,8000081216
8121690042,      0.95,      6.00,8121690042
8121680000,      0.97,      2.00,8121680000
8121680000,      0.95,      1.00,8121680000
8121680000,      0.96,      2.00,8121680000
9004281216,      0.97,      0.00,9004281216
8121680140,      0.96,      2.00,8121680140
9004281216,      0.96,      0.00,9004281216
8121680140,      0.96,      5.00,8121680140
8000081216,      0.94,      3.00,8000081216
8121680140,      0.97,      2.00,8121680140
8121680140,      0.95,      0.00,8121680140
8121680000,      0.98,      3.00,8121680000
8014081216,      0.86,      0.00,8014081216
8000081216,      0.88,      1.00,8000081216
8121680140,      0.82,      6.00,8121680140
8121690042,      0.94,      6.00,8121690042
8121680140,      0.94,      0.00,8121680140
9004281216,      0.96,      0.00,9004281216
9004281216,      0.96,      0.00,9004281216
8121680000,      0.98,      4.00,8121680000
8000081216,      0.74,      2.00,8000081216
8000081216,      0.85,      4.00,8000081216
8000081216,      0.87,      5.00,8000081216
8121680000,      0.98,      2.00,8121680000
8121680140,      0.97,      5.00,8121680140
8121690042,      0.95,      6.00,8121690042
8000081216,      0.51,      3.00,8000081216
8121680140,      0.93,      0.00,8121680140
8014081216,      0.92,      2.00,8014081216
8000081216,      0.94,      5.00,8000081216
8121680140,      0.89,      6.00,8121680140
8121680000,      0.97,      1.00,8121680000
8014081216,      0.89,      2.00,8014081216
8121680000,      0.96,      2.00,8121680000
8014081216,      0.88,      3.00,8014081216
8121680000,      0.96,      3.00,8121680000
8000081216,      0.87,      2.00,8000081216
9004281216,      0.96,      0.00,9004281216
9004281216,      0.96,      0.00,9004281216
9004281216,      0.97,      0.00,9004281216
8014081216,      0.86,      1.00,8014081216
8000081216,      0.95,      4.00,8000081216
8000081216,      0.93,      1.00,8000081216
8121680140,      0.97,      1.00,8121680140
9004281216,      0.96,      0.00,9004281216
8121680000,      0.97,      2.00,8121680000
8121680140,      0.97,      4.00,8121680140
8121680000,      0.98,      3.00,8121680000
8014081216,      0.79,      6.00,8014081216
